"x1","x2","x3","x4","x5","x6"
-1.8463569371571047,23.317604183125614,-1.5743652740383915,27.16585102778612,3.19601560187697,0.9546336117647058
-1.8419730702011965,23.327401249807217,-1.5743652740383915,27.16585102778612,3.177196535384894,0.9546336117647058
-1.83796237946476,23.337018468830227,-1.5743652740383915,27.16585102778612,3.158235102272477,0.9546336117647058
-1.8341523025453585,23.34624174547382,-1.5743652740383915,27.16585102778612,3.1399898258184153,0.9546336117647058
-1.8306067625312819,23.355200485197138,-1.5743652740383915,27.16585102778612,3.122009086284629,0.9546336117647058
-1.8273905019316534,23.364023274063637,-1.5743652740383915,27.16585102778612,3.103842083328717,0.9546336117647058
-1.8243317301393618,23.372495245560028,-1.5743652740383915,27.16585102778612,3.0863481120218546,0.9546336117647058
-1.8236538727755602,23.38380617376551,-1.5743652740383915,27.16585102778612,3.0573153984743824,0.9546336117647058
-1.8231770009518968,23.394916117196885,-1.5743652740383915,27.16585102778612,3.0284836697010187,0.9546336117647058
-1.8228934172322984,23.405832771830003,-1.5743652740383915,27.16585102778612,2.999845229725903,0.9546336117647058
-1.8227958292979698,23.416563430676664,-1.5743652740383915,27.16585102778612,2.971392785537248,0.9546336117647058
-1.8228773524170487,23.427114978468666,-1.5743652740383915,27.16585102778612,2.9431194524032716,0.9546336117647058
-1.8231315055214834,23.43749389627395,-1.5743652740383915,27.16585102778612,2.915018749255993,0.9546336117647058
-1.8228673500392547,23.446844494168836,-1.5743652740383915,27.16585102778612,2.8905240802507057,0.9546336117647058
-1.8226788047552032,23.455926153302478,-1.5743652740383915,27.16585102778612,2.8666205642855846,0.9546336117647058
-1.8227331819918628,23.464958218476177,-1.5743652740383915,27.16585102778612,2.842444428001442,0.9546336117647058
-1.8229369129850324,23.473840929887178,-1.5743652740383915,27.16585102778612,2.8184176454800207,0.9546336117647058
-1.8231955980821057,23.482475358635543,-1.5743652740383915,27.16585102778612,2.7949613599001677,0.9546336117647058
-1.823682409906941,23.491074989216553,-1.5743652740383915,27.16585102778612,2.771217658208731,0.9546336117647058
-1.8234003114778463,23.498510244432133,-1.5743652740383915,27.16585102778612,2.7518604746721844,0.9546336117647058
-1.8231604295619217,23.505709954571742,-1.5743652740383915,27.16585102778612,2.7330610504905373,0.9546336117647058
-1.823139783017267,23.51288375790079,-1.5743652740383915,27.16585102778612,2.7139653188405153,0.9546336117647058
-1.8232409026825567,23.51993579501874,-1.5743652740383915,27.16585102778612,2.6949913534015852,0.9546336117647058
-1.8233661079579286,23.526770417963746,-1.5743652740383915,27.16585102778612,2.676557016414556,0.9546336117647058
-1.8236973381047978,23.533592344597647,-1.5743652740383915,27.16585102778612,2.657813161459669,0.9546336117647058
-1.823291759256815,23.53941112317073,-1.5743652740383915,27.16585102778612,2.6429723830761214,0.9546336117647058
-1.8230907051740908,23.5452187055393,-1.5743652740383915,27.16585102778612,2.627820586618137,0.9546336117647058
